node1,node2,Subtype1,Subtype2,Type,EdgeLabel,Source,key
NGF,NTRK1,activation,,pp,-->,hsa04010,hsa040101
NGF,MTC,activation,,pp,-->,hsa04010,hsa040102
NGF,TRK,activation,,pp,-->,hsa04010,hsa040103
NGF,TRK1,activation,,pp,-->,hsa04010,hsa040104
NGF,TRKA,activation,,pp,-->,hsa04010,hsa040105
NGF,Trk-A,activation,,pp,-->,hsa04010,hsa040106
NGF,p140-TrkA,activation,,pp,-->,hsa04010,hsa040107
Beta-NGF,NTRK1,activation,,pp,-->,hsa04010,hsa040108
Beta-NGF,MTC,activation,,pp,-->,hsa04010,hsa040109
Beta-NGF,TRK,activation,,pp,-->,hsa04010,hsa0401010
Beta-NGF,TRK1,activation,,pp,-->,hsa04010,hsa0401011
Beta-NGF,TRKA,activation,,pp,-->,hsa04010,hsa0401012
Beta-NGF,Trk-A,activation,,pp,-->,hsa04010,hsa0401013
Beta-NGF,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401014
HSAN5,NTRK1,activation,,pp,-->,hsa04010,hsa0401015
HSAN5,MTC,activation,,pp,-->,hsa04010,hsa0401016
HSAN5,TRK,activation,,pp,-->,hsa04010,hsa0401017
HSAN5,TRK1,activation,,pp,-->,hsa04010,hsa0401018
HSAN5,TRKA,activation,,pp,-->,hsa04010,hsa0401019
HSAN5,Trk-A,activation,,pp,-->,hsa04010,hsa0401020
HSAN5,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401021
NGFB,NTRK1,activation,,pp,-->,hsa04010,hsa0401022
NGFB,MTC,activation,,pp,-->,hsa04010,hsa0401023
NGFB,TRK,activation,,pp,-->,hsa04010,hsa0401024
NGFB,TRK1,activation,,pp,-->,hsa04010,hsa0401025
NGFB,TRKA,activation,,pp,-->,hsa04010,hsa0401026
NGFB,Trk-A,activation,,pp,-->,hsa04010,hsa0401027
NGFB,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401028
BDNF,NTRK1,activation,,pp,-->,hsa04010,hsa0401029
BDNF,MTC,activation,,pp,-->,hsa04010,hsa0401030
BDNF,TRK,activation,,pp,-->,hsa04010,hsa0401031
BDNF,TRK1,activation,,pp,-->,hsa04010,hsa0401032
BDNF,TRKA,activation,,pp,-->,hsa04010,hsa0401033
BDNF,Trk-A,activation,,pp,-->,hsa04010,hsa0401034
BDNF,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401035
ANON2,NTRK1,activation,,pp,-->,hsa04010,hsa0401036
ANON2,MTC,activation,,pp,-->,hsa04010,hsa0401037
ANON2,TRK,activation,,pp,-->,hsa04010,hsa0401038
ANON2,TRK1,activation,,pp,-->,hsa04010,hsa0401039
ANON2,TRKA,activation,,pp,-->,hsa04010,hsa0401040
ANON2,Trk-A,activation,,pp,-->,hsa04010,hsa0401041
ANON2,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401042
BULN2,NTRK1,activation,,pp,-->,hsa04010,hsa0401043
BULN2,MTC,activation,,pp,-->,hsa04010,hsa0401044
BULN2,TRK,activation,,pp,-->,hsa04010,hsa0401045
BULN2,TRK1,activation,,pp,-->,hsa04010,hsa0401046
BULN2,TRKA,activation,,pp,-->,hsa04010,hsa0401047
BULN2,Trk-A,activation,,pp,-->,hsa04010,hsa0401048
BULN2,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401049
NTF3,NTRK1,activation,,pp,-->,hsa04010,hsa0401050
NTF3,MTC,activation,,pp,-->,hsa04010,hsa0401051
NTF3,TRK,activation,,pp,-->,hsa04010,hsa0401052
NTF3,TRK1,activation,,pp,-->,hsa04010,hsa0401053
NTF3,TRKA,activation,,pp,-->,hsa04010,hsa0401054
NTF3,Trk-A,activation,,pp,-->,hsa04010,hsa0401055
NTF3,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401056
HDNF,NTRK1,activation,,pp,-->,hsa04010,hsa0401057
HDNF,MTC,activation,,pp,-->,hsa04010,hsa0401058
HDNF,TRK,activation,,pp,-->,hsa04010,hsa0401059
HDNF,TRK1,activation,,pp,-->,hsa04010,hsa0401060
HDNF,TRKA,activation,,pp,-->,hsa04010,hsa0401061
HDNF,Trk-A,activation,,pp,-->,hsa04010,hsa0401062
HDNF,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401063
NGF-2,NTRK1,activation,,pp,-->,hsa04010,hsa0401064
NGF-2,MTC,activation,,pp,-->,hsa04010,hsa0401065
NGF-2,TRK,activation,,pp,-->,hsa04010,hsa0401066
NGF-2,TRK1,activation,,pp,-->,hsa04010,hsa0401067
NGF-2,TRKA,activation,,pp,-->,hsa04010,hsa0401068
NGF-2,Trk-A,activation,,pp,-->,hsa04010,hsa0401069
NGF-2,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401070
NGF2,NTRK1,activation,,pp,-->,hsa04010,hsa0401071
NGF2,MTC,activation,,pp,-->,hsa04010,hsa0401072
NGF2,TRK,activation,,pp,-->,hsa04010,hsa0401073
NGF2,TRK1,activation,,pp,-->,hsa04010,hsa0401074
NGF2,TRKA,activation,,pp,-->,hsa04010,hsa0401075
NGF2,Trk-A,activation,,pp,-->,hsa04010,hsa0401076
NGF2,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401077
NT-3,NTRK1,activation,,pp,-->,hsa04010,hsa0401078
NT-3,MTC,activation,,pp,-->,hsa04010,hsa0401079
NT-3,TRK,activation,,pp,-->,hsa04010,hsa0401080
NT-3,TRK1,activation,,pp,-->,hsa04010,hsa0401081
NT-3,TRKA,activation,,pp,-->,hsa04010,hsa0401082
NT-3,Trk-A,activation,,pp,-->,hsa04010,hsa0401083
NT-3,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401084
NT3,NTRK1,activation,,pp,-->,hsa04010,hsa0401085
NT3,MTC,activation,,pp,-->,hsa04010,hsa0401086
NT3,TRK,activation,,pp,-->,hsa04010,hsa0401087
NT3,TRK1,activation,,pp,-->,hsa04010,hsa0401088
NT3,TRKA,activation,,pp,-->,hsa04010,hsa0401089
NT3,Trk-A,activation,,pp,-->,hsa04010,hsa0401090
NT3,p140-TrkA,activation,,pp,-->,hsa04010,hsa0401091
EGF,EGFR,activation,,pp,-->,hsa04010,hsa0401092
EGF,ERBB,activation,,pp,-->,hsa04010,hsa0401093
EGF,ERBB1,activation,,pp,-->,hsa04010,hsa0401094
EGF,HER1,activation,,pp,-->,hsa04010,hsa0401095
EGF,NISBD2,activation,,pp,-->,hsa04010,hsa0401096
EGF,PIG61,activation,,pp,-->,hsa04010,hsa0401097
EGF,mENA,activation,,pp,-->,hsa04010,hsa0401098
HOMG4,EGFR,activation,,pp,-->,hsa04010,hsa0401099
HOMG4,ERBB,activation,,pp,-->,hsa04010,hsa04010100
HOMG4,ERBB1,activation,,pp,-->,hsa04010,hsa04010101
HOMG4,HER1,activation,,pp,-->,hsa04010,hsa04010102
HOMG4,NISBD2,activation,,pp,-->,hsa04010,hsa04010103
HOMG4,PIG61,activation,,pp,-->,hsa04010,hsa04010104
HOMG4,mENA,activation,,pp,-->,hsa04010,hsa04010105
URG,EGFR,activation,,pp,-->,hsa04010,hsa04010106
URG,ERBB,activation,,pp,-->,hsa04010,hsa04010107
URG,ERBB1,activation,,pp,-->,hsa04010,hsa04010108
URG,HER1,activation,,pp,-->,hsa04010,hsa04010109
URG,NISBD2,activation,,pp,-->,hsa04010,hsa04010110
URG,PIG61,activation,,pp,-->,hsa04010,hsa04010111
URG,mENA,activation,,pp,-->,hsa04010,hsa04010112
FGF1,FGFR1,activation,,pp,-->,hsa04010,hsa04010113
FGF1,BFGFR,activation,,pp,-->,hsa04010,hsa04010114
FGF1,CD331,activation,,pp,-->,hsa04010,hsa04010115
FGF1,CEK,activation,,pp,-->,hsa04010,hsa04010116
FGF1,FGFBR,activation,,pp,-->,hsa04010,hsa04010117
FGF1,FGFR-1,activation,,pp,-->,hsa04010,hsa04010118
FGF1,FLG,activation,,pp,-->,hsa04010,hsa04010119
FGF1,FLT-2,activation,,pp,-->,hsa04010,hsa04010120
FGF1,FLT2,activation,,pp,-->,hsa04010,hsa04010121
FGF1,HBGFR,activation,,pp,-->,hsa04010,hsa04010122
FGF1,HH2,activation,,pp,-->,hsa04010,hsa04010123
FGF1,HRTFDS,activation,,pp,-->,hsa04010,hsa04010124
FGF1,KAL2,activation,,pp,-->,hsa04010,hsa04010125
FGF1,N-SAM,activation,,pp,-->,hsa04010,hsa04010126
FGF1,OGD,activation,,pp,-->,hsa04010,hsa04010127
FGF1,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010128
AFGF,FGFR1,activation,,pp,-->,hsa04010,hsa04010129
AFGF,BFGFR,activation,,pp,-->,hsa04010,hsa04010130
AFGF,CD331,activation,,pp,-->,hsa04010,hsa04010131
AFGF,CEK,activation,,pp,-->,hsa04010,hsa04010132
AFGF,FGFBR,activation,,pp,-->,hsa04010,hsa04010133
AFGF,FGFR-1,activation,,pp,-->,hsa04010,hsa04010134
AFGF,FLG,activation,,pp,-->,hsa04010,hsa04010135
AFGF,FLT-2,activation,,pp,-->,hsa04010,hsa04010136
AFGF,FLT2,activation,,pp,-->,hsa04010,hsa04010137
AFGF,HBGFR,activation,,pp,-->,hsa04010,hsa04010138
AFGF,HH2,activation,,pp,-->,hsa04010,hsa04010139
AFGF,HRTFDS,activation,,pp,-->,hsa04010,hsa04010140
AFGF,KAL2,activation,,pp,-->,hsa04010,hsa04010141
AFGF,N-SAM,activation,,pp,-->,hsa04010,hsa04010142
AFGF,OGD,activation,,pp,-->,hsa04010,hsa04010143
AFGF,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010144
ECGF,FGFR1,activation,,pp,-->,hsa04010,hsa04010145
ECGF,BFGFR,activation,,pp,-->,hsa04010,hsa04010146
ECGF,CD331,activation,,pp,-->,hsa04010,hsa04010147
ECGF,CEK,activation,,pp,-->,hsa04010,hsa04010148
ECGF,FGFBR,activation,,pp,-->,hsa04010,hsa04010149
ECGF,FGFR-1,activation,,pp,-->,hsa04010,hsa04010150
ECGF,FLG,activation,,pp,-->,hsa04010,hsa04010151
ECGF,FLT-2,activation,,pp,-->,hsa04010,hsa04010152
ECGF,FLT2,activation,,pp,-->,hsa04010,hsa04010153
ECGF,HBGFR,activation,,pp,-->,hsa04010,hsa04010154
ECGF,HH2,activation,,pp,-->,hsa04010,hsa04010155
ECGF,HRTFDS,activation,,pp,-->,hsa04010,hsa04010156
ECGF,KAL2,activation,,pp,-->,hsa04010,hsa04010157
ECGF,N-SAM,activation,,pp,-->,hsa04010,hsa04010158
ECGF,OGD,activation,,pp,-->,hsa04010,hsa04010159
ECGF,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010160
ECGF-beta,FGFR1,activation,,pp,-->,hsa04010,hsa04010161
ECGF-beta,BFGFR,activation,,pp,-->,hsa04010,hsa04010162
ECGF-beta,CD331,activation,,pp,-->,hsa04010,hsa04010163
ECGF-beta,CEK,activation,,pp,-->,hsa04010,hsa04010164
ECGF-beta,FGFBR,activation,,pp,-->,hsa04010,hsa04010165
ECGF-beta,FGFR-1,activation,,pp,-->,hsa04010,hsa04010166
ECGF-beta,FLG,activation,,pp,-->,hsa04010,hsa04010167
ECGF-beta,FLT-2,activation,,pp,-->,hsa04010,hsa04010168
ECGF-beta,FLT2,activation,,pp,-->,hsa04010,hsa04010169
ECGF-beta,HBGFR,activation,,pp,-->,hsa04010,hsa04010170
ECGF-beta,HH2,activation,,pp,-->,hsa04010,hsa04010171
ECGF-beta,HRTFDS,activation,,pp,-->,hsa04010,hsa04010172
ECGF-beta,KAL2,activation,,pp,-->,hsa04010,hsa04010173
ECGF-beta,N-SAM,activation,,pp,-->,hsa04010,hsa04010174
ECGF-beta,OGD,activation,,pp,-->,hsa04010,hsa04010175
ECGF-beta,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010176
ECGFA,FGFR1,activation,,pp,-->,hsa04010,hsa04010177
ECGFA,BFGFR,activation,,pp,-->,hsa04010,hsa04010178
ECGFA,CD331,activation,,pp,-->,hsa04010,hsa04010179
ECGFA,CEK,activation,,pp,-->,hsa04010,hsa04010180
ECGFA,FGFBR,activation,,pp,-->,hsa04010,hsa04010181
ECGFA,FGFR-1,activation,,pp,-->,hsa04010,hsa04010182
ECGFA,FLG,activation,,pp,-->,hsa04010,hsa04010183
ECGFA,FLT-2,activation,,pp,-->,hsa04010,hsa04010184
ECGFA,FLT2,activation,,pp,-->,hsa04010,hsa04010185
ECGFA,HBGFR,activation,,pp,-->,hsa04010,hsa04010186
ECGFA,HH2,activation,,pp,-->,hsa04010,hsa04010187
ECGFA,HRTFDS,activation,,pp,-->,hsa04010,hsa04010188
ECGFA,KAL2,activation,,pp,-->,hsa04010,hsa04010189
ECGFA,N-SAM,activation,,pp,-->,hsa04010,hsa04010190
ECGFA,OGD,activation,,pp,-->,hsa04010,hsa04010191
ECGFA,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010192
ECGFB,FGFR1,activation,,pp,-->,hsa04010,hsa04010193
ECGFB,BFGFR,activation,,pp,-->,hsa04010,hsa04010194
ECGFB,CD331,activation,,pp,-->,hsa04010,hsa04010195
ECGFB,CEK,activation,,pp,-->,hsa04010,hsa04010196
ECGFB,FGFBR,activation,,pp,-->,hsa04010,hsa04010197
ECGFB,FGFR-1,activation,,pp,-->,hsa04010,hsa04010198
ECGFB,FLG,activation,,pp,-->,hsa04010,hsa04010199
ECGFB,FLT-2,activation,,pp,-->,hsa04010,hsa04010200
ECGFB,FLT2,activation,,pp,-->,hsa04010,hsa04010201
ECGFB,HBGFR,activation,,pp,-->,hsa04010,hsa04010202
ECGFB,HH2,activation,,pp,-->,hsa04010,hsa04010203
ECGFB,HRTFDS,activation,,pp,-->,hsa04010,hsa04010204
ECGFB,KAL2,activation,,pp,-->,hsa04010,hsa04010205
ECGFB,N-SAM,activation,,pp,-->,hsa04010,hsa04010206
ECGFB,OGD,activation,,pp,-->,hsa04010,hsa04010207
ECGFB,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010208
FGF-1,FGFR1,activation,,pp,-->,hsa04010,hsa04010209
FGF-1,BFGFR,activation,,pp,-->,hsa04010,hsa04010210
FGF-1,CD331,activation,,pp,-->,hsa04010,hsa04010211
FGF-1,CEK,activation,,pp,-->,hsa04010,hsa04010212
FGF-1,FGFBR,activation,,pp,-->,hsa04010,hsa04010213
FGF-1,FGFR-1,activation,,pp,-->,hsa04010,hsa04010214
FGF-1,FLG,activation,,pp,-->,hsa04010,hsa04010215
FGF-1,FLT-2,activation,,pp,-->,hsa04010,hsa04010216
FGF-1,FLT2,activation,,pp,-->,hsa04010,hsa04010217
FGF-1,HBGFR,activation,,pp,-->,hsa04010,hsa04010218
FGF-1,HH2,activation,,pp,-->,hsa04010,hsa04010219
FGF-1,HRTFDS,activation,,pp,-->,hsa04010,hsa04010220
FGF-1,KAL2,activation,,pp,-->,hsa04010,hsa04010221
FGF-1,N-SAM,activation,,pp,-->,hsa04010,hsa04010222
FGF-1,OGD,activation,,pp,-->,hsa04010,hsa04010223
FGF-1,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010224
FGF-alpha,FGFR1,activation,,pp,-->,hsa04010,hsa04010225
FGF-alpha,BFGFR,activation,,pp,-->,hsa04010,hsa04010226
FGF-alpha,CD331,activation,,pp,-->,hsa04010,hsa04010227
FGF-alpha,CEK,activation,,pp,-->,hsa04010,hsa04010228
FGF-alpha,FGFBR,activation,,pp,-->,hsa04010,hsa04010229
FGF-alpha,FGFR-1,activation,,pp,-->,hsa04010,hsa04010230
FGF-alpha,FLG,activation,,pp,-->,hsa04010,hsa04010231
FGF-alpha,FLT-2,activation,,pp,-->,hsa04010,hsa04010232
FGF-alpha,FLT2,activation,,pp,-->,hsa04010,hsa04010233
FGF-alpha,HBGFR,activation,,pp,-->,hsa04010,hsa04010234
FGF-alpha,HH2,activation,,pp,-->,hsa04010,hsa04010235
FGF-alpha,HRTFDS,activation,,pp,-->,hsa04010,hsa04010236
FGF-alpha,KAL2,activation,,pp,-->,hsa04010,hsa04010237
FGF-alpha,N-SAM,activation,,pp,-->,hsa04010,hsa04010238
FGF-alpha,OGD,activation,,pp,-->,hsa04010,hsa04010239
FGF-alpha,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010240
FGFA,FGFR1,activation,,pp,-->,hsa04010,hsa04010241
FGFA,BFGFR,activation,,pp,-->,hsa04010,hsa04010242
FGFA,CD331,activation,,pp,-->,hsa04010,hsa04010243
FGFA,CEK,activation,,pp,-->,hsa04010,hsa04010244
FGFA,FGFBR,activation,,pp,-->,hsa04010,hsa04010245
FGFA,FGFR-1,activation,,pp,-->,hsa04010,hsa04010246
FGFA,FLG,activation,,pp,-->,hsa04010,hsa04010247
FGFA,FLT-2,activation,,pp,-->,hsa04010,hsa04010248
FGFA,FLT2,activation,,pp,-->,hsa04010,hsa04010249
FGFA,HBGFR,activation,,pp,-->,hsa04010,hsa04010250
FGFA,HH2,activation,,pp,-->,hsa04010,hsa04010251
FGFA,HRTFDS,activation,,pp,-->,hsa04010,hsa04010252
FGFA,KAL2,activation,,pp,-->,hsa04010,hsa04010253
FGFA,N-SAM,activation,,pp,-->,hsa04010,hsa04010254
FGFA,OGD,activation,,pp,-->,hsa04010,hsa04010255
FGFA,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010256
GLIO703,FGFR1,activation,,pp,-->,hsa04010,hsa04010257
GLIO703,BFGFR,activation,,pp,-->,hsa04010,hsa04010258
GLIO703,CD331,activation,,pp,-->,hsa04010,hsa04010259
GLIO703,CEK,activation,,pp,-->,hsa04010,hsa04010260
GLIO703,FGFBR,activation,,pp,-->,hsa04010,hsa04010261
GLIO703,FGFR-1,activation,,pp,-->,hsa04010,hsa04010262
GLIO703,FLG,activation,,pp,-->,hsa04010,hsa04010263
GLIO703,FLT-2,activation,,pp,-->,hsa04010,hsa04010264
GLIO703,FLT2,activation,,pp,-->,hsa04010,hsa04010265
GLIO703,HBGFR,activation,,pp,-->,hsa04010,hsa04010266
GLIO703,HH2,activation,,pp,-->,hsa04010,hsa04010267
GLIO703,HRTFDS,activation,,pp,-->,hsa04010,hsa04010268
GLIO703,KAL2,activation,,pp,-->,hsa04010,hsa04010269
GLIO703,N-SAM,activation,,pp,-->,hsa04010,hsa04010270
GLIO703,OGD,activation,,pp,-->,hsa04010,hsa04010271
GLIO703,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010272
HBGF-1,FGFR1,activation,,pp,-->,hsa04010,hsa04010273
HBGF-1,BFGFR,activation,,pp,-->,hsa04010,hsa04010274
HBGF-1,CD331,activation,,pp,-->,hsa04010,hsa04010275
HBGF-1,CEK,activation,,pp,-->,hsa04010,hsa04010276
HBGF-1,FGFBR,activation,,pp,-->,hsa04010,hsa04010277
HBGF-1,FGFR-1,activation,,pp,-->,hsa04010,hsa04010278
HBGF-1,FLG,activation,,pp,-->,hsa04010,hsa04010279
HBGF-1,FLT-2,activation,,pp,-->,hsa04010,hsa04010280
HBGF-1,FLT2,activation,,pp,-->,hsa04010,hsa04010281
HBGF-1,HBGFR,activation,,pp,-->,hsa04010,hsa04010282
HBGF-1,HH2,activation,,pp,-->,hsa04010,hsa04010283
HBGF-1,HRTFDS,activation,,pp,-->,hsa04010,hsa04010284
HBGF-1,KAL2,activation,,pp,-->,hsa04010,hsa04010285
HBGF-1,N-SAM,activation,,pp,-->,hsa04010,hsa04010286
HBGF-1,OGD,activation,,pp,-->,hsa04010,hsa04010287
HBGF-1,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010288
HBGF1,FGFR1,activation,,pp,-->,hsa04010,hsa04010289
HBGF1,BFGFR,activation,,pp,-->,hsa04010,hsa04010290
HBGF1,CD331,activation,,pp,-->,hsa04010,hsa04010291
HBGF1,CEK,activation,,pp,-->,hsa04010,hsa04010292
HBGF1,FGFBR,activation,,pp,-->,hsa04010,hsa04010293
HBGF1,FGFR-1,activation,,pp,-->,hsa04010,hsa04010294
HBGF1,FLG,activation,,pp,-->,hsa04010,hsa04010295
HBGF1,FLT-2,activation,,pp,-->,hsa04010,hsa04010296
HBGF1,FLT2,activation,,pp,-->,hsa04010,hsa04010297
HBGF1,HBGFR,activation,,pp,-->,hsa04010,hsa04010298
HBGF1,HH2,activation,,pp,-->,hsa04010,hsa04010299
HBGF1,HRTFDS,activation,,pp,-->,hsa04010,hsa04010300
HBGF1,KAL2,activation,,pp,-->,hsa04010,hsa04010301
HBGF1,N-SAM,activation,,pp,-->,hsa04010,hsa04010302
HBGF1,OGD,activation,,pp,-->,hsa04010,hsa04010303
HBGF1,bFGF-R-1,activation,,pp,-->,hsa04010,hsa04010304
PDGFA,PDGFRA,activation,,pp,-->,hsa04010,hsa04010305
PDGFA,CD140A,activation,,pp,-->,hsa04010,hsa04010306
PDGFA,GAS9,activation,,pp,-->,hsa04010,hsa04010307
PDGFA,PDGFR-2,activation,,pp,-->,hsa04010,hsa04010308
PDGFA,PDGFR2,activation,,pp,-->,hsa04010,hsa04010309
PDGFA,RHEPDGFRA,activation,,pp,-->,hsa04010,hsa04010310
PDGF-A,PDGFRA,activation,,pp,-->,hsa04010,hsa04010311
PDGF-A,CD140A,activation,,pp,-->,hsa04010,hsa04010312
PDGF-A,GAS9,activation,,pp,-->,hsa04010,hsa04010313
PDGF-A,PDGFR-2,activation,,pp,-->,hsa04010,hsa04010314
PDGF-A,PDGFR2,activation,,pp,-->,hsa04010,hsa04010315
PDGF-A,RHEPDGFRA,activation,,pp,-->,hsa04010,hsa04010316
PDGF1,PDGFRA,activation,,pp,-->,hsa04010,hsa04010317
PDGF1,CD140A,activation,,pp,-->,hsa04010,hsa04010318
PDGF1,GAS9,activation,,pp,-->,hsa04010,hsa04010319
PDGF1,PDGFR-2,activation,,pp,-->,hsa04010,hsa04010320
PDGF1,PDGFR2,activation,,pp,-->,hsa04010,hsa04010321
PDGF1,RHEPDGFRA,activation,,pp,-->,hsa04010,hsa04010322
GNA12,RASA2,activation,,pp,-->,hsa04010,hsa04010323
GNA12,GAP1M,activation,,pp,-->,hsa04010,hsa04010324
NNX3,RASA2,activation,,pp,-->,hsa04010,hsa04010325
NNX3,GAP1M,activation,,pp,-->,hsa04010,hsa04010326
RMP,RASA2,activation,,pp,-->,hsa04010,hsa04010327
RMP,GAP1M,activation,,pp,-->,hsa04010,hsa04010328
gep,RASA2,activation,,pp,-->,hsa04010,hsa04010329
gep,GAP1M,activation,,pp,-->,hsa04010,hsa04010330
RAPGEF2,RRAS2,activation,,pp,-->,hsa04010,hsa04010331
RAPGEF2,TC21,activation,,pp,-->,hsa04010,hsa04010332
CNrasGEF,RRAS2,activation,,pp,-->,hsa04010,hsa04010333
CNrasGEF,TC21,activation,,pp,-->,hsa04010,hsa04010334
NRAPGEP,RRAS2,activation,,pp,-->,hsa04010,hsa04010335
NRAPGEP,TC21,activation,,pp,-->,hsa04010,hsa04010336
PDZ-GEF1,RRAS2,activation,,pp,-->,hsa04010,hsa04010337
PDZ-GEF1,TC21,activation,,pp,-->,hsa04010,hsa04010338
PDZGEF1,RRAS2,activation,,pp,-->,hsa04010,hsa04010339
PDZGEF1,TC21,activation,,pp,-->,hsa04010,hsa04010340
RA-GEF,RRAS2,activation,,pp,-->,hsa04010,hsa04010341
RA-GEF,TC21,activation,,pp,-->,hsa04010,hsa04010342
RA-GEF-1,RRAS2,activation,,pp,-->,hsa04010,hsa04010343
RA-GEF-1,TC21,activation,,pp,-->,hsa04010,hsa04010344
Rap-GEP,RRAS2,activation,,pp,-->,hsa04010,hsa04010345
Rap-GEP,TC21,activation,,pp,-->,hsa04010,hsa04010346
nRap_GEP,RRAS2,activation,,pp,-->,hsa04010,hsa04010347
nRap_GEP,TC21,activation,,pp,-->,hsa04010,hsa04010348
RASGRF1,RRAS2,activation,,pp,-->,hsa04010,hsa04010349
RASGRF1,TC21,activation,,pp,-->,hsa04010,hsa04010350
CDC25,RRAS2,activation,,pp,-->,hsa04010,hsa04010351
CDC25,TC21,activation,,pp,-->,hsa04010,hsa04010352
CDC25L,RRAS2,activation,,pp,-->,hsa04010,hsa04010353
CDC25L,TC21,activation,,pp,-->,hsa04010,hsa04010354
GNRP,RRAS2,activation,,pp,-->,hsa04010,hsa04010355
GNRP,TC21,activation,,pp,-->,hsa04010,hsa04010356
GRF1,RRAS2,activation,,pp,-->,hsa04010,hsa04010357
GRF1,TC21,activation,,pp,-->,hsa04010,hsa04010358
GRF55,RRAS2,activation,,pp,-->,hsa04010,hsa04010359
GRF55,TC21,activation,,pp,-->,hsa04010,hsa04010360
H-GRF55,RRAS2,activation,,pp,-->,hsa04010,hsa04010361
H-GRF55,TC21,activation,,pp,-->,hsa04010,hsa04010362
PP13187,RRAS2,activation,,pp,-->,hsa04010,hsa04010363
PP13187,TC21,activation,,pp,-->,hsa04010,hsa04010364
ras-GRF1,RRAS2,activation,,pp,-->,hsa04010,hsa04010365
ras-GRF1,TC21,activation,,pp,-->,hsa04010,hsa04010366
RASGRP1,RRAS2,activation,,pp,-->,hsa04010,hsa04010367
RASGRP1,TC21,activation,,pp,-->,hsa04010,hsa04010368
CALDAG-GEFI,RRAS2,activation,,pp,-->,hsa04010,hsa04010369
CALDAG-GEFI,TC21,activation,,pp,-->,hsa04010,hsa04010370
CALDAG-GEFII,RRAS2,activation,,pp,-->,hsa04010,hsa04010371
CALDAG-GEFII,TC21,activation,,pp,-->,hsa04010,hsa04010372
RASGRP,RRAS2,activation,,pp,-->,hsa04010,hsa04010373
RASGRP,TC21,activation,,pp,-->,hsa04010,hsa04010374
V,RRAS2,activation,,pp,-->,hsa04010,hsa04010375
V,TC21,activation,,pp,-->,hsa04010,hsa04010376
hRasGRP1,RRAS2,activation,,pp,-->,hsa04010,hsa04010377
hRasGRP1,TC21,activation,,pp,-->,hsa04010,hsa04010378
RAP1A,BRAF,activation,,pp,-->,hsa04010,hsa04010379
RAP1A,B-RAF1,activation,,pp,-->,hsa04010,hsa04010380
RAP1A,BRAF1,activation,,pp,-->,hsa04010,hsa04010381
RAP1A,NS7,activation,,pp,-->,hsa04010,hsa04010382
RAP1A,RAFB1,activation,,pp,-->,hsa04010,hsa04010383
C21KG,BRAF,activation,,pp,-->,hsa04010,hsa04010384
C21KG,B-RAF1,activation,,pp,-->,hsa04010,hsa04010385
C21KG,BRAF1,activation,,pp,-->,hsa04010,hsa04010386
C21KG,NS7,activation,,pp,-->,hsa04010,hsa04010387
C21KG,RAFB1,activation,,pp,-->,hsa04010,hsa04010388
G-22K,BRAF,activation,,pp,-->,hsa04010,hsa04010389
G-22K,B-RAF1,activation,,pp,-->,hsa04010,hsa04010390
G-22K,BRAF1,activation,,pp,-->,hsa04010,hsa04010391
G-22K,NS7,activation,,pp,-->,hsa04010,hsa04010392
G-22K,RAFB1,activation,,pp,-->,hsa04010,hsa04010393
KREV-1,BRAF,activation,,pp,-->,hsa04010,hsa04010394
KREV-1,B-RAF1,activation,,pp,-->,hsa04010,hsa04010395
KREV-1,BRAF1,activation,,pp,-->,hsa04010,hsa04010396
KREV-1,NS7,activation,,pp,-->,hsa04010,hsa04010397
KREV-1,RAFB1,activation,,pp,-->,hsa04010,hsa04010398
KREV1,BRAF,activation,,pp,-->,hsa04010,hsa04010399
KREV1,B-RAF1,activation,,pp,-->,hsa04010,hsa04010400
KREV1,BRAF1,activation,,pp,-->,hsa04010,hsa04010401
KREV1,NS7,activation,,pp,-->,hsa04010,hsa04010402
KREV1,RAFB1,activation,,pp,-->,hsa04010,hsa04010403
RAP1,BRAF,activation,,pp,-->,hsa04010,hsa04010404
RAP1,B-RAF1,activation,,pp,-->,hsa04010,hsa04010405
RAP1,BRAF1,activation,,pp,-->,hsa04010,hsa04010406
