node1,node2,Subtype1,Subtype2,Type,EdgeLabel,Source,key
IL3RY,IL5RB,,NA,pp,,hsa04060,hsa040606350
IL3RY,SMDP5,,NA,pp,,hsa04060,hsa040606351
hIL-3Ra,CSF2RB,,NA,pp,,hsa04060,hsa040606352
hIL-3Ra,CD131,,NA,pp,,hsa04060,hsa040606353
hIL-3Ra,CDw131,,NA,pp,,hsa04060,hsa040606354
hIL-3Ra,IL3RB,,NA,pp,,hsa04060,hsa040606355
hIL-3Ra,IL5RB,,NA,pp,,hsa04060,hsa040606356
hIL-3Ra,SMDP5,,NA,pp,,hsa04060,hsa040606357
IL3,IL3RA,,NA,pp,,hsa04060,hsa040606358
IL3,CD123,,NA,pp,,hsa04060,hsa040606359
IL3,IL3R,,NA,pp,,hsa04060,hsa040606360
IL3,IL3RAY,,NA,pp,,hsa04060,hsa040606361
IL3,IL3RX,,NA,pp,,hsa04060,hsa040606362
IL3,IL3RY,,NA,pp,,hsa04060,hsa040606363
IL3,hIL-3Ra,,NA,pp,,hsa04060,hsa040606364
IL-3,IL3RA,,NA,pp,,hsa04060,hsa040606365
IL-3,CD123,,NA,pp,,hsa04060,hsa040606366
IL-3,IL3R,,NA,pp,,hsa04060,hsa040606367
IL-3,IL3RAY,,NA,pp,,hsa04060,hsa040606368
IL-3,IL3RX,,NA,pp,,hsa04060,hsa040606369
IL-3,IL3RY,,NA,pp,,hsa04060,hsa040606370
IL-3,hIL-3Ra,,NA,pp,,hsa04060,hsa040606371
MCGF,IL3RA,,NA,pp,,hsa04060,hsa040606372
MCGF,CD123,,NA,pp,,hsa04060,hsa040606373
MCGF,IL3R,,NA,pp,,hsa04060,hsa040606374
MCGF,IL3RAY,,NA,pp,,hsa04060,hsa040606375
MCGF,IL3RX,,NA,pp,,hsa04060,hsa040606376
MCGF,IL3RY,,NA,pp,,hsa04060,hsa040606377
MCGF,hIL-3Ra,,NA,pp,,hsa04060,hsa040606378
MULTI-CSF,IL3RA,,NA,pp,,hsa04060,hsa040606379
MULTI-CSF,CD123,,NA,pp,,hsa04060,hsa040606380
MULTI-CSF,IL3R,,NA,pp,,hsa04060,hsa040606381
MULTI-CSF,IL3RAY,,NA,pp,,hsa04060,hsa040606382
MULTI-CSF,IL3RX,,NA,pp,,hsa04060,hsa040606383
MULTI-CSF,IL3RY,,NA,pp,,hsa04060,hsa040606384
MULTI-CSF,hIL-3Ra,,NA,pp,,hsa04060,hsa040606385
IL5RA,CSF2RB,,NA,pp,,hsa04060,hsa040606386
IL5RA,CD131,,NA,pp,,hsa04060,hsa040606387
IL5RA,CDw131,,NA,pp,,hsa04060,hsa040606388
IL5RA,IL3RB,,NA,pp,,hsa04060,hsa040606389
IL5RA,IL5RB,,NA,pp,,hsa04060,hsa040606390
IL5RA,SMDP5,,NA,pp,,hsa04060,hsa040606391
CD125,CSF2RB,,NA,pp,,hsa04060,hsa040606392
CD125,CD131,,NA,pp,,hsa04060,hsa040606393
CD125,CDw131,,NA,pp,,hsa04060,hsa040606394
CD125,IL3RB,,NA,pp,,hsa04060,hsa040606395
CD125,IL5RB,,NA,pp,,hsa04060,hsa040606396
CD125,SMDP5,,NA,pp,,hsa04060,hsa040606397
CDw125,CSF2RB,,NA,pp,,hsa04060,hsa040606398
CDw125,CD131,,NA,pp,,hsa04060,hsa040606399
CDw125,CDw131,,NA,pp,,hsa04060,hsa040606400
CDw125,IL3RB,,NA,pp,,hsa04060,hsa040606401
CDw125,IL5RB,,NA,pp,,hsa04060,hsa040606402
CDw125,SMDP5,,NA,pp,,hsa04060,hsa040606403
HSIL5R3,CSF2RB,,NA,pp,,hsa04060,hsa040606404
HSIL5R3,CD131,,NA,pp,,hsa04060,hsa040606405
HSIL5R3,CDw131,,NA,pp,,hsa04060,hsa040606406
HSIL5R3,IL3RB,,NA,pp,,hsa04060,hsa040606407
HSIL5R3,IL5RB,,NA,pp,,hsa04060,hsa040606408
HSIL5R3,SMDP5,,NA,pp,,hsa04060,hsa040606409
IL5R,CSF2RB,,NA,pp,,hsa04060,hsa040606410
IL5R,CD131,,NA,pp,,hsa04060,hsa040606411
IL5R,CDw131,,NA,pp,,hsa04060,hsa040606412
IL5R,IL3RB,,NA,pp,,hsa04060,hsa040606413
IL5R,IL5RB,,NA,pp,,hsa04060,hsa040606414
IL5R,SMDP5,,NA,pp,,hsa04060,hsa040606415
IL5,IL5RA,,NA,pp,,hsa04060,hsa040606416
IL5,CD125,,NA,pp,,hsa04060,hsa040606417
IL5,CDw125,,NA,pp,,hsa04060,hsa040606418
IL5,HSIL5R3,,NA,pp,,hsa04060,hsa040606419
IL5,IL5R,,NA,pp,,hsa04060,hsa040606420
EDF,IL5RA,,NA,pp,,hsa04060,hsa040606421
EDF,CD125,,NA,pp,,hsa04060,hsa040606422
EDF,CDw125,,NA,pp,,hsa04060,hsa040606423
EDF,HSIL5R3,,NA,pp,,hsa04060,hsa040606424
EDF,IL5R,,NA,pp,,hsa04060,hsa040606425
IL-5,IL5RA,,NA,pp,,hsa04060,hsa040606426
IL-5,CD125,,NA,pp,,hsa04060,hsa040606427
IL-5,CDw125,,NA,pp,,hsa04060,hsa040606428
IL-5,HSIL5R3,,NA,pp,,hsa04060,hsa040606429
IL-5,IL5R,,NA,pp,,hsa04060,hsa040606430
TRF,IL5RA,,NA,pp,,hsa04060,hsa040606431
TRF,CD125,,NA,pp,,hsa04060,hsa040606432
TRF,CDw125,,NA,pp,,hsa04060,hsa040606433
TRF,HSIL5R3,,NA,pp,,hsa04060,hsa040606434
TRF,IL5R,,NA,pp,,hsa04060,hsa040606435
IL2RG,IL2RB,,NA,pp,,hsa04060,hsa040606436
IL2RG,CD122,,NA,pp,,hsa04060,hsa040606437
IL2RG,IL15RB,,NA,pp,,hsa04060,hsa040606438
IL2RG,P70-75,,NA,pp,,hsa04060,hsa040606439
CD132,IL2RB,,NA,pp,,hsa04060,hsa040606440
CD132,CD122,,NA,pp,,hsa04060,hsa040606441
CD132,IL15RB,,NA,pp,,hsa04060,hsa040606442
CD132,P70-75,,NA,pp,,hsa04060,hsa040606443
CIDX,IL2RB,,NA,pp,,hsa04060,hsa040606444
CIDX,CD122,,NA,pp,,hsa04060,hsa040606445
CIDX,IL15RB,,NA,pp,,hsa04060,hsa040606446
CIDX,P70-75,,NA,pp,,hsa04060,hsa040606447
IL-2RG,IL2RB,,NA,pp,,hsa04060,hsa040606448
IL-2RG,CD122,,NA,pp,,hsa04060,hsa040606449
IL-2RG,IL15RB,,NA,pp,,hsa04060,hsa040606450
IL-2RG,P70-75,,NA,pp,,hsa04060,hsa040606451
IMD4,IL2RB,,NA,pp,,hsa04060,hsa040606452
IMD4,CD122,,NA,pp,,hsa04060,hsa040606453
IMD4,IL15RB,,NA,pp,,hsa04060,hsa040606454
IMD4,P70-75,,NA,pp,,hsa04060,hsa040606455
P64,IL2RB,,NA,pp,,hsa04060,hsa040606456
P64,CD122,,NA,pp,,hsa04060,hsa040606457
P64,IL15RB,,NA,pp,,hsa04060,hsa040606458
P64,P70-75,,NA,pp,,hsa04060,hsa040606459
SCIDX,IL2RB,,NA,pp,,hsa04060,hsa040606460
SCIDX,CD122,,NA,pp,,hsa04060,hsa040606461
SCIDX,IL15RB,,NA,pp,,hsa04060,hsa040606462
SCIDX,P70-75,,NA,pp,,hsa04060,hsa040606463
SCIDX1,IL2RB,,NA,pp,,hsa04060,hsa040606464
SCIDX1,CD122,,NA,pp,,hsa04060,hsa040606465
SCIDX1,IL15RB,,NA,pp,,hsa04060,hsa040606466
SCIDX1,P70-75,,NA,pp,,hsa04060,hsa040606467
IL2RB,IL2RA,,NA,pp,,hsa04060,hsa040606468
IL2RB,CD25,,NA,pp,,hsa04060,hsa040606469
IL2RB,IDDM10,,NA,pp,,hsa04060,hsa040606470
IL2RB,IL2R,,NA,pp,,hsa04060,hsa040606471
IL2RB,TCGFR,,NA,pp,,hsa04060,hsa040606472
IL2RB,p55,,NA,pp,,hsa04060,hsa040606473
CD122,IL2RA,,NA,pp,,hsa04060,hsa040606474
CD122,CD25,,NA,pp,,hsa04060,hsa040606475
CD122,IDDM10,,NA,pp,,hsa04060,hsa040606476
CD122,IL2R,,NA,pp,,hsa04060,hsa040606477
CD122,TCGFR,,NA,pp,,hsa04060,hsa040606478
CD122,p55,,NA,pp,,hsa04060,hsa040606479
IL15RB,IL2RA,,NA,pp,,hsa04060,hsa040606480
IL15RB,CD25,,NA,pp,,hsa04060,hsa040606481
IL15RB,IDDM10,,NA,pp,,hsa04060,hsa040606482
IL15RB,IL2R,,NA,pp,,hsa04060,hsa040606483
IL15RB,TCGFR,,NA,pp,,hsa04060,hsa040606484
IL15RB,p55,,NA,pp,,hsa04060,hsa040606485
P70-75,IL2RA,,NA,pp,,hsa04060,hsa040606486
P70-75,CD25,,NA,pp,,hsa04060,hsa040606487
P70-75,IDDM10,,NA,pp,,hsa04060,hsa040606488
P70-75,IL2R,,NA,pp,,hsa04060,hsa040606489
P70-75,TCGFR,,NA,pp,,hsa04060,hsa040606490
P70-75,p55,,NA,pp,,hsa04060,hsa040606491
IL2,IL2RG,,NA,pp,,hsa04060,hsa040606492
IL2,CD132,,NA,pp,,hsa04060,hsa040606493
IL2,CIDX,,NA,pp,,hsa04060,hsa040606494
IL2,IL-2RG,,NA,pp,,hsa04060,hsa040606495
IL2,IMD4,,NA,pp,,hsa04060,hsa040606496
IL2,P64,,NA,pp,,hsa04060,hsa040606497
IL2,SCIDX,,NA,pp,,hsa04060,hsa040606498
IL2,SCIDX1,,NA,pp,,hsa04060,hsa040606499
IL-2,IL2RG,,NA,pp,,hsa04060,hsa040606500
IL-2,CD132,,NA,pp,,hsa04060,hsa040606501
IL-2,CIDX,,NA,pp,,hsa04060,hsa040606502
IL-2,IL-2RG,,NA,pp,,hsa04060,hsa040606503
IL-2,IMD4,,NA,pp,,hsa04060,hsa040606504
IL-2,P64,,NA,pp,,hsa04060,hsa040606505
IL-2,SCIDX,,NA,pp,,hsa04060,hsa040606506
IL-2,SCIDX1,,NA,pp,,hsa04060,hsa040606507
TCGF,IL2RG,,NA,pp,,hsa04060,hsa040606508
TCGF,CD132,,NA,pp,,hsa04060,hsa040606509
TCGF,CIDX,,NA,pp,,hsa04060,hsa040606510
TCGF,IL-2RG,,NA,pp,,hsa04060,hsa040606511
TCGF,IMD4,,NA,pp,,hsa04060,hsa040606512
TCGF,P64,,NA,pp,,hsa04060,hsa040606513
TCGF,SCIDX,,NA,pp,,hsa04060,hsa040606514
TCGF,SCIDX1,,NA,pp,,hsa04060,hsa040606515
lymphokine,IL2RG,,NA,pp,,hsa04060,hsa040606516
lymphokine,CD132,,NA,pp,,hsa04060,hsa040606517
lymphokine,CIDX,,NA,pp,,hsa04060,hsa040606518
lymphokine,IL-2RG,,NA,pp,,hsa04060,hsa040606519
lymphokine,IMD4,,NA,pp,,hsa04060,hsa040606520
lymphokine,P64,,NA,pp,,hsa04060,hsa040606521
lymphokine,SCIDX,,NA,pp,,hsa04060,hsa040606522
lymphokine,SCIDX1,,NA,pp,,hsa04060,hsa040606523
IL2RG,IL2RB,,NA,pp,,hsa04060,hsa040606524
IL2RG,CD122,,NA,pp,,hsa04060,hsa040606525
IL2RG,IL15RB,,NA,pp,,hsa04060,hsa040606526
IL2RG,P70-75,,NA,pp,,hsa04060,hsa040606527
CD132,IL2RB,,NA,pp,,hsa04060,hsa040606528
CD132,CD122,,NA,pp,,hsa04060,hsa040606529
CD132,IL15RB,,NA,pp,,hsa04060,hsa040606530
CD132,P70-75,,NA,pp,,hsa04060,hsa040606531
CIDX,IL2RB,,NA,pp,,hsa04060,hsa040606532
CIDX,CD122,,NA,pp,,hsa04060,hsa040606533
CIDX,IL15RB,,NA,pp,,hsa04060,hsa040606534
CIDX,P70-75,,NA,pp,,hsa04060,hsa040606535
IL-2RG,IL2RB,,NA,pp,,hsa04060,hsa040606536
IL-2RG,CD122,,NA,pp,,hsa04060,hsa040606537
IL-2RG,IL15RB,,NA,pp,,hsa04060,hsa040606538
IL-2RG,P70-75,,NA,pp,,hsa04060,hsa040606539
IMD4,IL2RB,,NA,pp,,hsa04060,hsa040606540
IMD4,CD122,,NA,pp,,hsa04060,hsa040606541
IMD4,IL15RB,,NA,pp,,hsa04060,hsa040606542
IMD4,P70-75,,NA,pp,,hsa04060,hsa040606543
P64,IL2RB,,NA,pp,,hsa04060,hsa040606544
P64,CD122,,NA,pp,,hsa04060,hsa040606545
P64,IL15RB,,NA,pp,,hsa04060,hsa040606546
P64,P70-75,,NA,pp,,hsa04060,hsa040606547
SCIDX,IL2RB,,NA,pp,,hsa04060,hsa040606548
SCIDX,CD122,,NA,pp,,hsa04060,hsa040606549
SCIDX,IL15RB,,NA,pp,,hsa04060,hsa040606550
SCIDX,P70-75,,NA,pp,,hsa04060,hsa040606551
SCIDX1,IL2RB,,NA,pp,,hsa04060,hsa040606552
SCIDX1,CD122,,NA,pp,,hsa04060,hsa040606553
SCIDX1,IL15RB,,NA,pp,,hsa04060,hsa040606554
SCIDX1,P70-75,,NA,pp,,hsa04060,hsa040606555
IL2,IL2RG,,NA,pp,,hsa04060,hsa040606556
IL2,CD132,,NA,pp,,hsa04060,hsa040606557
IL2,CIDX,,NA,pp,,hsa04060,hsa040606558
IL2,IL-2RG,,NA,pp,,hsa04060,hsa040606559
IL2,IMD4,,NA,pp,,hsa04060,hsa040606560
IL2,P64,,NA,pp,,hsa04060,hsa040606561
IL2,SCIDX,,NA,pp,,hsa04060,hsa040606562
IL2,SCIDX1,,NA,pp,,hsa04060,hsa040606563
IL-2,IL2RG,,NA,pp,,hsa04060,hsa040606564
IL-2,CD132,,NA,pp,,hsa04060,hsa040606565
IL-2,CIDX,,NA,pp,,hsa04060,hsa040606566
IL-2,IL-2RG,,NA,pp,,hsa04060,hsa040606567
IL-2,IMD4,,NA,pp,,hsa04060,hsa040606568
IL-2,P64,,NA,pp,,hsa04060,hsa040606569
IL-2,SCIDX,,NA,pp,,hsa04060,hsa040606570
IL-2,SCIDX1,,NA,pp,,hsa04060,hsa040606571
TCGF,IL2RG,,NA,pp,,hsa04060,hsa040606572
TCGF,CD132,,NA,pp,,hsa04060,hsa040606573
TCGF,CIDX,,NA,pp,,hsa04060,hsa040606574
TCGF,IL-2RG,,NA,pp,,hsa04060,hsa040606575
TCGF,IMD4,,NA,pp,,hsa04060,hsa040606576
TCGF,P64,,NA,pp,,hsa04060,hsa040606577
TCGF,SCIDX,,NA,pp,,hsa04060,hsa040606578
TCGF,SCIDX1,,NA,pp,,hsa04060,hsa040606579
lymphokine,IL2RG,,NA,pp,,hsa04060,hsa040606580
lymphokine,CD132,,NA,pp,,hsa04060,hsa040606581
lymphokine,CIDX,,NA,pp,,hsa04060,hsa040606582
lymphokine,IL-2RG,,NA,pp,,hsa04060,hsa040606583
lymphokine,IMD4,,NA,pp,,hsa04060,hsa040606584
lymphokine,P64,,NA,pp,,hsa04060,hsa040606585
lymphokine,SCIDX,,NA,pp,,hsa04060,hsa040606586
lymphokine,SCIDX1,,NA,pp,,hsa04060,hsa040606587
IL4R,IL2RG,,NA,pp,,hsa04060,hsa040606588
IL4R,CD132,,NA,pp,,hsa04060,hsa040606589
IL4R,CIDX,,NA,pp,,hsa04060,hsa040606590
IL4R,IL-2RG,,NA,pp,,hsa04060,hsa040606591
IL4R,IMD4,,NA,pp,,hsa04060,hsa040606592
IL4R,P64,,NA,pp,,hsa04060,hsa040606593
IL4R,SCIDX,,NA,pp,,hsa04060,hsa040606594
IL4R,SCIDX1,,NA,pp,,hsa04060,hsa040606595
CD124,IL2RG,,NA,pp,,hsa04060,hsa040606596
CD124,CD132,,NA,pp,,hsa04060,hsa040606597
CD124,CIDX,,NA,pp,,hsa04060,hsa040606598
CD124,IL-2RG,,NA,pp,,hsa04060,hsa040606599
CD124,IMD4,,NA,pp,,hsa04060,hsa040606600
CD124,P64,,NA,pp,,hsa04060,hsa040606601
CD124,SCIDX,,NA,pp,,hsa04060,hsa040606602
CD124,SCIDX1,,NA,pp,,hsa04060,hsa040606603
IL-4RA,IL2RG,,NA,pp,,hsa04060,hsa040606604
IL-4RA,CD132,,NA,pp,,hsa04060,hsa040606605
IL-4RA,CIDX,,NA,pp,,hsa04060,hsa040606606
IL-4RA,IL-2RG,,NA,pp,,hsa04060,hsa040606607
IL-4RA,IMD4,,NA,pp,,hsa04060,hsa040606608
IL-4RA,P64,,NA,pp,,hsa04060,hsa040606609
IL-4RA,SCIDX,,NA,pp,,hsa04060,hsa040606610
IL-4RA,SCIDX1,,NA,pp,,hsa04060,hsa040606611
IL4RA,IL2RG,,NA,pp,,hsa04060,hsa040606612
IL4RA,CD132,,NA,pp,,hsa04060,hsa040606613
IL4RA,CIDX,,NA,pp,,hsa04060,hsa040606614
IL4RA,IL-2RG,,NA,pp,,hsa04060,hsa040606615
IL4RA,IMD4,,NA,pp,,hsa04060,hsa040606616
IL4RA,P64,,NA,pp,,hsa04060,hsa040606617
IL4RA,SCIDX,,NA,pp,,hsa04060,hsa040606618
IL4RA,SCIDX1,,NA,pp,,hsa04060,hsa040606619
IL4,IL4R,,NA,pp,,hsa04060,hsa040606620
IL4,CD124,,NA,pp,,hsa04060,hsa040606621
IL4,IL-4RA,,NA,pp,,hsa04060,hsa040606622
IL4,IL4RA,,NA,pp,,hsa04060,hsa040606623
BCGF-1,IL4R,,NA,pp,,hsa04060,hsa040606624
BCGF-1,CD124,,NA,pp,,hsa04060,hsa040606625
BCGF-1,IL-4RA,,NA,pp,,hsa04060,hsa040606626
BCGF-1,IL4RA,,NA,pp,,hsa04060,hsa040606627
BCGF1,IL4R,,NA,pp,,hsa04060,hsa040606628
BCGF1,CD124,,NA,pp,,hsa04060,hsa040606629
BCGF1,IL-4RA,,NA,pp,,hsa04060,hsa040606630
BCGF1,IL4RA,,NA,pp,,hsa04060,hsa040606631
BSF-1,IL4R,,NA,pp,,hsa04060,hsa040606632
BSF-1,CD124,,NA,pp,,hsa04060,hsa040606633
BSF-1,IL-4RA,,NA,pp,,hsa04060,hsa040606634
BSF-1,IL4RA,,NA,pp,,hsa04060,hsa040606635
BSF1,IL4R,,NA,pp,,hsa04060,hsa040606636
BSF1,CD124,,NA,pp,,hsa04060,hsa040606637
BSF1,IL-4RA,,NA,pp,,hsa04060,hsa040606638
BSF1,IL4RA,,NA,pp,,hsa04060,hsa040606639
IL-4,IL4R,,NA,pp,,hsa04060,hsa040606640
IL-4,CD124,,NA,pp,,hsa04060,hsa040606641
IL-4,IL-4RA,,NA,pp,,hsa04060,hsa040606642
IL-4,IL4RA,,NA,pp,,hsa04060,hsa040606643
IL7R,IL2RG,,NA,pp,,hsa04060,hsa040606644
IL7R,CD132,,NA,pp,,hsa04060,hsa040606645
IL7R,CIDX,,NA,pp,,hsa04060,hsa040606646
IL7R,IL-2RG,,NA,pp,,hsa04060,hsa040606647
IL7R,IMD4,,NA,pp,,hsa04060,hsa040606648
IL7R,P64,,NA,pp,,hsa04060,hsa040606649
IL7R,SCIDX,,NA,pp,,hsa04060,hsa040606650
IL7R,SCIDX1,,NA,pp,,hsa04060,hsa040606651
CD127,IL2RG,,NA,pp,,hsa04060,hsa040606652
CD127,CD132,,NA,pp,,hsa04060,hsa040606653
CD127,CIDX,,NA,pp,,hsa04060,hsa040606654
CD127,IL-2RG,,NA,pp,,hsa04060,hsa040606655
CD127,IMD4,,NA,pp,,hsa04060,hsa040606656
CD127,P64,,NA,pp,,hsa04060,hsa040606657
CD127,SCIDX,,NA,pp,,hsa04060,hsa040606658
CD127,SCIDX1,,NA,pp,,hsa04060,hsa040606659
CDW127,IL2RG,,NA,pp,,hsa04060,hsa040606660
CDW127,CD132,,NA,pp,,hsa04060,hsa040606661
CDW127,CIDX,,NA,pp,,hsa04060,hsa040606662
CDW127,IL-2RG,,NA,pp,,hsa04060,hsa040606663
CDW127,IMD4,,NA,pp,,hsa04060,hsa040606664
CDW127,P64,,NA,pp,,hsa04060,hsa040606665
CDW127,SCIDX,,NA,pp,,hsa04060,hsa040606666
CDW127,SCIDX1,,NA,pp,,hsa04060,hsa040606667
IL-7R-alpha,IL2RG,,NA,pp,,hsa04060,hsa040606668
IL-7R-alpha,CD132,,NA,pp,,hsa04060,hsa040606669
IL-7R-alpha,CIDX,,NA,pp,,hsa04060,hsa040606670
IL-7R-alpha,IL-2RG,,NA,pp,,hsa04060,hsa040606671
IL-7R-alpha,IMD4,,NA,pp,,hsa04060,hsa040606672
IL-7R-alpha,P64,,NA,pp,,hsa04060,hsa040606673
IL-7R-alpha,SCIDX,,NA,pp,,hsa04060,hsa040606674
IL-7R-alpha,SCIDX1,,NA,pp,,hsa04060,hsa040606675
IL7RA,IL2RG,,NA,pp,,hsa04060,hsa040606676
IL7RA,CD132,,NA,pp,,hsa04060,hsa040606677
IL7RA,CIDX,,NA,pp,,hsa04060,hsa040606678
IL7RA,IL-2RG,,NA,pp,,hsa04060,hsa040606679
IL7RA,IMD4,,NA,pp,,hsa04060,hsa040606680
IL7RA,P64,,NA,pp,,hsa04060,hsa040606681
IL7RA,SCIDX,,NA,pp,,hsa04060,hsa040606682
IL7RA,SCIDX1,,NA,pp,,hsa04060,hsa040606683
ILRA,IL2RG,,NA,pp,,hsa04060,hsa040606684
ILRA,CD132,,NA,pp,,hsa04060,hsa040606685
ILRA,CIDX,,NA,pp,,hsa04060,hsa040606686
ILRA,IL-2RG,,NA,pp,,hsa04060,hsa040606687
ILRA,IMD4,,NA,pp,,hsa04060,hsa040606688
ILRA,P64,,NA,pp,,hsa04060,hsa040606689
ILRA,SCIDX,,NA,pp,,hsa04060,hsa040606690
ILRA,SCIDX1,,NA,pp,,hsa04060,hsa040606691
IL7,IL7R,,NA,pp,,hsa04060,hsa040606692
IL7,CD127,,NA,pp,,hsa04060,hsa040606693
IL7,CDW127,,NA,pp,,hsa04060,hsa040606694
IL7,IL-7R-alpha,,NA,pp,,hsa04060,hsa040606695
IL7,IL7RA,,NA,pp,,hsa04060,hsa040606696
IL7,ILRA,,NA,pp,,hsa04060,hsa040606697
IL-7,IL7R,,NA,pp,,hsa04060,hsa040606698
IL-7,CD127,,NA,pp,,hsa04060,hsa040606699
IL-7,CDW127,,NA,pp,,hsa04060,hsa040606700
IL-7,IL-7R-alpha,,NA,pp,,hsa04060,hsa040606701
IL-7,IL7RA,,NA,pp,,hsa04060,hsa040606702
IL-7,ILRA,,NA,pp,,hsa04060,hsa040606703
IL9R,IL2RG,,NA,pp,,hsa04060,hsa040606704
IL9R,CD132,,NA,pp,,hsa04060,hsa040606705
IL9R,CIDX,,NA,pp,,hsa04060,hsa040606706
IL9R,IL-2RG,,NA,pp,,hsa04060,hsa040606707
IL9R,IMD4,,NA,pp,,hsa04060,hsa040606708
IL9R,P64,,NA,pp,,hsa04060,hsa040606709
IL9R,SCIDX,,NA,pp,,hsa04060,hsa040606710
IL9R,SCIDX1,,NA,pp,,hsa04060,hsa040606711
CD129,IL2RG,,NA,pp,,hsa04060,hsa040606712
CD129,CD132,,NA,pp,,hsa04060,hsa040606713
CD129,CIDX,,NA,pp,,hsa04060,hsa040606714
CD129,IL-2RG,,NA,pp,,hsa04060,hsa040606715
CD129,IMD4,,NA,pp,,hsa04060,hsa040606716
CD129,P64,,NA,pp,,hsa04060,hsa040606717
CD129,SCIDX,,NA,pp,,hsa04060,hsa040606718
CD129,SCIDX1,,NA,pp,,hsa04060,hsa040606719
IL-9R,IL2RG,,NA,pp,,hsa04060,hsa040606720
IL-9R,CD132,,NA,pp,,hsa04060,hsa040606721
IL-9R,CIDX,,NA,pp,,hsa04060,hsa040606722
IL-9R,IL-2RG,,NA,pp,,hsa04060,hsa040606723
IL-9R,IMD4,,NA,pp,,hsa04060,hsa040606724
IL-9R,P64,,NA,pp,,hsa04060,hsa040606725
IL-9R,SCIDX,,NA,pp,,hsa04060,hsa040606726
IL-9R,SCIDX1,,NA,pp,,hsa04060,hsa040606727
IL9,IL9R,,NA,pp,,hsa04060,hsa040606728
IL9,CD129,,NA,pp,,hsa04060,hsa040606729
IL9,IL-9R,,NA,pp,,hsa04060,hsa040606730
HP40,IL9R,,NA,pp,,hsa04060,hsa040606731
HP40,CD129,,NA,pp,,hsa04060,hsa040606732
HP40,IL-9R,,NA,pp,,hsa04060,hsa040606733
IL-9,IL9R,,NA,pp,,hsa04060,hsa040606734
IL-9,CD129,,NA,pp,,hsa04060,hsa040606735
IL-9,IL-9R,,NA,pp,,hsa04060,hsa040606736
P40,IL9R,,NA,pp,,hsa04060,hsa040606737
P40,CD129,,NA,pp,,hsa04060,hsa040606738
P40,IL-9R,,NA,pp,,hsa04060,hsa040606739
IL2RG,IL15RA,,NA,pp,,hsa04060,hsa040606740
IL2RG,CD215,,NA,pp,,hsa04060,hsa040606741
CD132,IL15RA,,NA,pp,,hsa04060,hsa040606742
CD132,CD215,,NA,pp,,hsa04060,hsa040606743
CIDX,IL15RA,,NA,pp,,hsa04060,hsa040606744
CIDX,CD215,,NA,pp,,hsa04060,hsa040606745
IL-2RG,IL15RA,,NA,pp,,hsa04060,hsa040606746
IL-2RG,CD215,,NA,pp,,hsa04060,hsa040606747
IMD4,IL15RA,,NA,pp,,hsa04060,hsa040606748
IMD4,CD215,,NA,pp,,hsa04060,hsa040606749
P64,IL15RA,,NA,pp,,hsa04060,hsa040606750
P64,CD215,,NA,pp,,hsa04060,hsa040606751
SCIDX,IL15RA,,NA,pp,,hsa04060,hsa040606752
SCIDX,CD215,,NA,pp,,hsa04060,hsa040606753
SCIDX1,IL15RA,,NA,pp,,hsa04060,hsa040606754
SCIDX1,CD215,,NA,pp,,hsa04060,hsa040606755
IL15RA,IL2RB,,NA,pp,,hsa04060,hsa040606756
IL15RA,CD122,,NA,pp,,hsa04060,hsa040606757
IL15RA,IL15RB,,NA,pp,,hsa04060,hsa040606758
IL15RA,P70-75,,NA,pp,,hsa04060,hsa040606759
CD215,IL2RB,,NA,pp,,hsa04060,hsa040606760
CD215,CD122,,NA,pp,,hsa04060,hsa040606761
CD215,IL15RB,,NA,pp,,hsa04060,hsa040606762
CD215,P70-75,,NA,pp,,hsa04060,hsa040606763
IL15,IL2RG,,NA,pp,,hsa04060,hsa040606764
IL15,CD132,,NA,pp,,hsa04060,hsa040606765
IL15,CIDX,,NA,pp,,hsa04060,hsa040606766
IL15,IL-2RG,,NA,pp,,hsa04060,hsa040606767
IL15,IMD4,,NA,pp,,hsa04060,hsa040606768
IL15,P64,,NA,pp,,hsa04060,hsa040606769
IL15,SCIDX,,NA,pp,,hsa04060,hsa040606770
IL15,SCIDX1,,NA,pp,,hsa04060,hsa040606771
IL-15,IL2RG,,NA,pp,,hsa04060,hsa040606772
IL-15,CD132,,NA,pp,,hsa04060,hsa040606773
IL-15,CIDX,,NA,pp,,hsa04060,hsa040606774
IL-15,IL-2RG,,NA,pp,,hsa04060,hsa040606775
IL-15,IMD4,,NA,pp,,hsa04060,hsa040606776
IL-15,P64,,NA,pp,,hsa04060,hsa040606777
IL-15,SCIDX,,NA,pp,,hsa04060,hsa040606778
IL-15,SCIDX1,,NA,pp,,hsa04060,hsa040606779
IL2RG,IL21R,,NA,pp,,hsa04060,hsa040606780
IL2RG,CD360,,NA,pp,,hsa04060,hsa040606781
IL2RG,NILR,,NA,pp,,hsa04060,hsa040606782
CD132,IL21R,,NA,pp,,hsa04060,hsa040606783
CD132,CD360,,NA,pp,,hsa04060,hsa040606784
CD132,NILR,,NA,pp,,hsa04060,hsa040606785
CIDX,IL21R,,NA,pp,,hsa04060,hsa040606786
CIDX,CD360,,NA,pp,,hsa04060,hsa040606787
CIDX,NILR,,NA,pp,,hsa04060,hsa040606788
IL-2RG,IL21R,,NA,pp,,hsa04060,hsa040606789
